bits,value
3.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,8.849999999999999534e-02
6.000000000000000000e+00,5.290000000000000258e-01
7.000000000000000000e+00,5.869999999999999662e-01
8.000000000000000000e+00,6.420000000000000151e-01
9.000000000000000000e+00,6.219999999999999973e-01
