bits,value
3.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000000e+00,1.469119373776908155e-01
6.000000000000000000e+00,6.641606606606607066e-01
7.000000000000000000e+00,7.254601648351648446e-01
8.000000000000000000e+00,7.499946666666666983e-01
9.000000000000000000e+00,7.559934036939313096e-01
