bits,delta
8.000000000000000000e+00,5.998737027264611221e-03
7.000000000000000000e+00,2.453450183150185371e-02
6.000000000000000000e+00,6.129950417450413802e-02
5.000000000000000000e+00,5.172487232829698911e-01
3.000000000000000000e+00,1.469119373776908155e-01
