bits,pct_error
2.000000000000000000e+00,9.800719303069728028e+01
3.000000000000000000e+00,9.071948261249183076e+01
4.000000000000000000e+00,7.579846671312162698e+01
5.000000000000000000e+00,5.541259601048313499e+01
6.000000000000000000e+00,3.652175810409359258e+01
7.000000000000000000e+00,2.269529705350794302e+01
8.000000000000000000e+00,1.351448904612276891e+01
9.000000000000000000e+00,7.829101303347967722e+00
1.000000000000000000e+01,4.459186482801110962e+00
1.100000000000000000e+01,2.504976707081873144e+00
1.200000000000000000e+01,1.391730833761762876e+00
1.300000000000000000e+01,7.642183593969381628e-01
1.400000000000000000e+01,4.182708204188211321e-01
1.500000000000000000e+01,2.274643786006323443e-01
1.600000000000000000e+01,1.205265079970739006e-01
1.700000000000000000e+01,6.502612906599709863e-02
1.800000000000000000e+01,3.438277873475172747e-02
1.900000000000000000e+01,1.822123312856750027e-02
2.000000000000000000e+01,1.019692908362185811e-02
2.100000000000000000e+01,4.576431268928629961e-03
2.200000000000000000e+01,2.329714330495888993e-03
2.300000000000000000e+01,1.329596570608283443e-03
2.400000000000000000e+01,6.559402360907559248e-04
2.500000000000000000e+01,5.003307130679098425e-04
2.600000000000000000e+01,4.297603030079307634e-04
2.700000000000000000e+01,4.300725360244901868e-04
2.800000000000000000e+01,4.300725360244901868e-04
2.900000000000000000e+01,4.300725360244901868e-04
3.000000000000000000e+01,4.300725360244901868e-04
3.100000000000000000e+01,4.300725360244901868e-04
3.200000000000000000e+01,4.300725360244901868e-04
