bits,pct_error
2.000000000000000000e+00,9.875675648610221913e+01
3.000000000000000000e+00,9.228506221331376480e+01
4.000000000000000000e+00,7.642209759370528843e+01
5.000000000000000000e+00,5.549352903935042036e+01
6.000000000000000000e+00,3.651303469357802811e+01
7.000000000000000000e+00,2.266403259709477425e+01
8.000000000000000000e+00,1.351879166170237490e+01
9.000000000000000000e+00,7.858343011473011508e+00
1.000000000000000000e+01,4.479663651175100014e+00
1.100000000000000000e+01,2.517670990443504397e+00
1.200000000000000000e+01,1.399315327012483179e+00
1.300000000000000000e+01,7.690651641987740206e-01
1.400000000000000000e+01,4.203316411035375455e-01
1.500000000000000000e+01,2.278525772789165849e-01
1.600000000000000000e+01,1.229011348867664472e-01
1.700000000000000000e+01,6.594918550935567614e-02
1.800000000000000000e+01,3.551899743114211860e-02
1.900000000000000000e+01,1.846350153957177984e-02
2.000000000000000000e+01,9.554699970655800359e-03
2.100000000000000000e+01,4.883258388991041331e-03
2.200000000000000000e+01,2.277788714306545545e-03
2.300000000000000000e+01,1.300618582259013053e-03
2.400000000000000000e+01,8.033426134888795641e-04
2.500000000000000000e+01,7.023878972700566036e-04
2.600000000000000000e+01,6.982897317794339734e-04
2.700000000000000000e+01,6.981956569829963046e-04
2.800000000000000000e+01,6.981956569829963046e-04
2.900000000000000000e+01,6.981956569829963046e-04
3.000000000000000000e+01,6.981956569829963046e-04
3.100000000000000000e+01,6.981956569829963046e-04
3.200000000000000000e+01,6.981956569829963046e-04
