bits,pct_error
2.000000000000000000e+00,9.954825131730599708e+01
3.000000000000000000e+00,9.570194249126043928e+01
4.000000000000000000e+00,8.160379728810353583e+01
5.000000000000000000e+00,6.079500348053195324e+01
6.000000000000000000e+00,4.111392758786678314e+01
7.000000000000000000e+00,2.591127930209040642e+01
8.000000000000000000e+00,1.566426972858607769e+01
9.000000000000000000e+00,9.214295410889793203e+00
1.000000000000000000e+01,5.288345066153190110e+00
1.100000000000000000e+01,3.005311981542035937e+00
1.200000000000000000e+01,1.665715506004000313e+00
1.300000000000000000e+01,9.173463241578164729e-01
1.400000000000000000e+01,5.045353253080975264e-01
1.500000000000000000e+01,2.713396010221913457e-01
1.600000000000000000e+01,1.407373222470844343e-01
1.700000000000000000e+01,7.411132363482796082e-02
1.800000000000000000e+01,3.746325611370015379e-02
1.900000000000000000e+01,1.883142353242626271e-02
2.000000000000000000e+01,9.382435723637172487e-03
2.100000000000000000e+01,4.483791392379482196e-03
2.200000000000000000e+01,2.309392449329937796e-03
2.300000000000000000e+01,2.590097007658765738e-04
2.400000000000000000e+01,5.669773434585129827e-06
2.500000000000000000e+01,0.000000000000000000e+00
2.600000000000000000e+01,0.000000000000000000e+00
2.700000000000000000e+01,0.000000000000000000e+00
2.800000000000000000e+01,0.000000000000000000e+00
2.900000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+01,0.000000000000000000e+00
3.100000000000000000e+01,0.000000000000000000e+00
3.200000000000000000e+01,0.000000000000000000e+00
