bits,pct_error
2.000000000000000000e+00,9.831739813089370728e+01
3.000000000000000000e+00,9.058610501347995125e+01
4.000000000000000000e+00,7.615055971336168739e+01
5.000000000000000000e+00,5.661146147940002749e+01
6.000000000000000000e+00,3.814908074153984074e+01
7.000000000000000000e+00,2.428215668292441265e+01
8.000000000000000000e+00,1.486776388654882375e+01
9.000000000000000000e+00,8.893834294075695368e+00
1.000000000000000000e+01,5.234830346737117779e+00
1.100000000000000000e+01,3.037355634141484462e+00
1.200000000000000000e+01,1.739338206434546175e+00
1.300000000000000000e+01,9.870331023700943396e-01
1.400000000000000000e+01,5.530819365093685436e-01
1.500000000000000000e+01,3.053605930514005640e-01
1.600000000000000000e+01,1.670744342234564972e-01
1.700000000000000000e+01,9.030776621397099135e-02
1.800000000000000000e+01,4.788847114397987159e-02
1.900000000000000000e+01,2.501796741622366871e-02
2.000000000000000000e+01,1.304302971772410696e-02
2.100000000000000000e+01,6.435825709347607615e-03
2.200000000000000000e+01,3.475463105777184137e-03
2.300000000000000000e+01,2.088293257056797036e-03
2.400000000000000000e+01,1.108109885264031485e-03
2.500000000000000000e+01,9.525405456531947038e-04
2.600000000000000000e+01,9.489898653398555614e-04
2.700000000000000000e+01,1.027500724271228480e-03
2.800000000000000000e+01,1.027500724271228480e-03
2.900000000000000000e+01,1.027500724271228480e-03
3.000000000000000000e+01,1.027500724271228480e-03
3.100000000000000000e+01,1.027500724271228480e-03
3.200000000000000000e+01,1.027500724271228480e-03
