bits,pct_error
2.000000000000000000e+00,9.959763681346720432e+01
3.000000000000000000e+00,9.602418484335595394e+01
4.000000000000000000e+00,8.557862815531817091e+01
5.000000000000000000e+00,6.796793172305279995e+01
6.000000000000000000e+00,4.778382417491891232e+01
7.000000000000000000e+00,3.094382862645116816e+01
8.000000000000000000e+00,1.904685367322103673e+01
9.000000000000000000e+00,1.129107955123551932e+01
1.000000000000000000e+01,6.513200842098078702e+00
1.100000000000000000e+01,3.700851605654778886e+00
1.200000000000000000e+01,2.071963843296874774e+00
1.300000000000000000e+01,1.141597489582967251e+00
1.400000000000000000e+01,6.193997547432611439e-01
1.500000000000000000e+01,3.346938400103350864e-01
1.600000000000000000e+01,1.760671001399962410e-01
1.700000000000000000e+01,9.041175260129173663e-02
1.800000000000000000e+01,4.526877032317729033e-02
1.900000000000000000e+01,2.210033719413993097e-02
2.000000000000000000e+01,1.065112310553476167e-02
2.100000000000000000e+01,4.982694779249124614e-03
2.200000000000000000e+01,1.785911652001976333e-03
2.300000000000000000e+01,2.197804509375022230e-04
2.400000000000000000e+01,0.000000000000000000e+00
2.500000000000000000e+01,0.000000000000000000e+00
2.600000000000000000e+01,0.000000000000000000e+00
2.700000000000000000e+01,0.000000000000000000e+00
2.800000000000000000e+01,0.000000000000000000e+00
2.900000000000000000e+01,0.000000000000000000e+00
3.000000000000000000e+01,0.000000000000000000e+00
3.100000000000000000e+01,0.000000000000000000e+00
3.200000000000000000e+01,0.000000000000000000e+00
